Page,total_views,total_sessions,total_users,total_conversions,avg_drop_off,conversion_rate
紅高粱_(電視劇)_zh.wikipedia.org_desktop_all-agents,199062,803,554,681,-0.06482217644154328,0.8480697384806973
Jürgen_Prochnow_de.wikipedia.org_desktop_all-agents,197696,803,558,803,-0.10854369897088803,1.0
Cam_Gigandet_de.wikipedia.org_mobile-web_all-agents,196780,803,563,643,-0.3762129711557478,0.800747198007472
Пикачу_ru.wikipedia.org_desktop_all-agents,196400,803,571,680,-0.01762070240067613,0.8468244084682441
中井りん_ja.wikipedia.org_desktop_all-agents,195912,803,540,338,-0.2878200108837683,0.42092154420921546
Guy_Grosso_fr.wikipedia.org_all-access_all-agents,194549,803,551,449,-0.25732886299442825,0.5591531755915318
Georges_Wolinski_fr.wikipedia.org_all-access_all-agents,194196,803,567,659,-0.24042866840724714,0.8206724782067247
Pfefferspray_de.wikipedia.org_desktop_all-agents,193812,803,548,740,-0.04065102789224189,0.9215442092154421
Hoss_Power_de.wikipedia.org_mobile-web_all-agents,193170,803,561,267,-0.8577231113514213,0.33250311332503113
東京都知事選挙_ja.wikipedia.org_desktop_all-agents,193009,803,542,153,-0.15505722606935685,0.19053549190535493
臥虎藏龍_(電影)_zh.wikipedia.org_desktop_all-agents,192095,803,553,798,-0.034630265933582934,0.9937733499377335
Tennis_at_the_2016_Summer_Olympics_–_Women's_Singles_en.wikipedia.org_desktop_all-agents,191749,803,552,67,-inf,0.08343711083437111
名模出任務_zh.wikipedia.org_desktop_all-agents,191491,803,550,595,-inf,0.7409713574097135
Oskar_Schindler_fr.wikipedia.org_mobile-web_all-agents,190750,803,542,768,-0.2202665548514515,0.9564134495641345
Гражданская_война_(комикс)_ru.wikipedia.org_mobile-web_all-agents,190463,803,542,424,-0.05057126064873102,0.5280199252801993
Litchi_fr.wikipedia.org_mobile-web_all-agents,189941,803,547,548,-0.026248130367880033,0.6824408468244084
"Джекобс,_Джейн_ru.wikipedia.org_all-access_all-agents",189760,803,547,19,-0.7015939687479319,0.023661270236612703
请叫我英雄_(漫画)_zh.wikipedia.org_all-access_all-agents,189545,803,553,556,-0.06018414136733947,0.6924034869240349
Astrologie_chinoise_fr.wikipedia.org_desktop_all-agents,189469,803,546,799,-0.026231949705795534,0.9950186799501868
Poisson_d'avril_fr.wikipedia.org_desktop_all-agents,188863,803,549,295,-0.09717642716090279,0.36737235367372356
Jean-Louis_Borloo_fr.wikipedia.org_mobile-web_all-agents,188654,803,569,441,-0.41892831689092574,0.5491905354919053
The_Social_Network_de.wikipedia.org_mobile-web_all-agents,187229,803,552,496,-0.21517649227373348,0.6176836861768369
Der_kleine_Lord_(1980)_de.wikipedia.org_desktop_all-agents,186964,803,551,230,-0.11063188970741836,0.286425902864259
羽毛球_zh.wikipedia.org_desktop_all-agents,185821,803,549,776,-0.05131084833634414,0.9663760896637609
Lolita_Séchan_fr.wikipedia.org_desktop_all-agents,185797,803,551,503,-0.21302845334355447,0.6264009962640099
Patrick_Puydebat_fr.wikipedia.org_mobile-web_all-agents,185449,803,548,662,-0.29841276295087565,0.8244084682440846
Chus_Lampreave_es.wikipedia.org_all-access_all-agents,184913,803,555,222,-0.6197540647576467,0.2764632627646326
林周煥_zh.wikipedia.org_desktop_all-agents,183509,803,559,646,-0.048030370394452016,0.8044831880448319
Special:MyLanguage/Download_www.mediawiki.org_all-access_all-agents,182430,803,535,677,-inf,0.8430884184308842
科洛弗10號地窖_zh.wikipedia.org_desktop_all-agents,182145,803,556,455,-inf,0.5666251556662516
"Ночной_Дозор_(фильм,_2004)_ru.wikipedia.org_mobile-web_all-agents",181235,803,557,796,-0.099764703615021,0.9912826899128269
Nouvelle_Star_fr.wikipedia.org_desktop_all-agents,180106,803,563,776,-0.0458807099968982,0.9663760896637609
ボクの妻と結婚してください。_ja.wikipedia.org_mobile-web_all-agents,180013,803,540,414,-0.17724259494582226,0.5155666251556662
宫_(2011年电视剧)_zh.wikipedia.org_desktop_all-agents,178973,803,565,800,-0.2199719269293471,0.9962640099626401
Fernando_Carrillo_Flórez_es.wikipedia.org_all-access_all-agents,178829,803,561,350,-0.08991175338187324,0.43586550435865506
"Каррера,_Массимо_ru.wikipedia.org_mobile-web_all-agents",178537,803,531,353,-inf,0.4396014943960149
東日本大震災_zh.wikipedia.org_desktop_all-agents,177230,803,562,697,-0.06332959668158328,0.8679950186799502
Burn_(Ellie_Goulding_song)_en.wikipedia.org_all-access_all-agents,177089,803,556,803,-0.013153366427922137,1.0
罗德里戈·杜特地_zh.wikipedia.org_all-access_all-agents,176952,803,570,200,-inf,0.24906600249066002
Парни_со_стволами_ru.wikipedia.org_desktop_all-agents,176677,803,558,391,-inf,0.48692403486924035
"Vert_émeraude_(film,_2016)_fr.wikipedia.org_desktop_all-agents",175502,803,526,402,-inf,0.5006226650062267
Édith_Cresson_fr.wikipedia.org_mobile-web_all-agents,174730,803,545,533,-0.3134653263743349,0.663760896637609
命運交叉路_zh.wikipedia.org_all-access_all-agents,174014,803,546,275,-inf,0.3424657534246575
崔順實_zh.wikipedia.org_all-access_all-agents,172602,803,554,212,-inf,0.2640099626400996
S.E.S._(組合)_zh.wikipedia.org_all-access_all-agents,172391,803,540,570,-0.100728763805952,0.709838107098381
Катя_Chilly_ru.wikipedia.org_mobile-web_all-agents,172240,803,553,69,-inf,0.0859277708592777
File:808Chunk_-_Breaking_Energy.ogg_commons.wikimedia.org_all-access_all-agents,172066,803,548,750,-0.013234754845382713,0.933997509339975
Amoklauf_von_Erfurt_de.wikipedia.org_mobile-web_all-agents,171600,803,549,665,-0.23418435875148308,0.8281444582814446
アスクル_ja.wikipedia.org_mobile-web_all-agents,171306,803,550,193,-0.24226797911004042,0.2403486924034869
Lengua_estándar_es.wikipedia.org_desktop_all-agents,171157,803,544,519,-1.3673578478086181,0.6463262764632628
Humans_(série_télévisée)_fr.wikipedia.org_all-access_all-agents,171106,803,556,431,-inf,0.5367372353673724
仙台真田家_ja.wikipedia.org_desktop_all-agents,169839,803,559,397,-0.15749059905957102,0.4943960149439601
Muro_fronterizo_Estados_Unidos-México_es.wikipedia.org_desktop_all-agents,169343,803,546,425,-0.2732237079540612,0.5292652552926526
Elie_Wiesel_de.wikipedia.org_all-access_all-agents,168598,803,518,307,-0.3660727433932982,0.3823163138231631
北川みゆき_ja.wikipedia.org_mobile-web_all-agents,168502,803,551,256,-0.10272745349885717,0.31880448318804483
TABOO_TATTOO－禁忌咒紋－_zh.wikipedia.org_desktop_all-agents,168183,803,559,360,-inf,0.44831880448318806
會計師_(2016年電影)_zh.wikipedia.org_mobile-web_all-agents,167825,803,551,317,-inf,0.39476961394769616
日本財団_ja.wikipedia.org_mobile-web_all-agents,167358,803,555,553,-0.28679424122888975,0.688667496886675
棒球大聯盟角色列表_zh.wikipedia.org_all-access_all-agents,167148,803,551,486,-0.15212654832724784,0.6052303860523038
飢餓遊戲_(電視節目)_zh.wikipedia.org_mobile-web_all-agents,165431,803,556,326,-inf,0.40597758405977585
Claude_Elwood_Shannon_de.wikipedia.org_desktop_all-agents,165266,803,560,12,-0.19087313603506242,0.014943960149439602
Человек_–_швейцарский_нож_ru.wikipedia.org_mobile-web_all-agents,164612,803,536,431,-inf,0.5367372353673724
エフゲニア・メドベージェワ_ja.wikipedia.org_desktop_all-agents,164547,803,548,324,-inf,0.40348692403486924
幕後玩家_(電視劇)_zh.wikipedia.org_all-access_all-agents,163257,803,552,278,-inf,0.34620174346201743
A_LIFE〜愛しき人〜_ja.wikipedia.org_desktop_all-agents,162792,803,553,256,-inf,0.31880448318804483
Das_Adlon._Eine_Familiensaga_de.wikipedia.org_mobile-web_all-agents,162353,803,542,161,-0.5462905825246442,0.20049813200498132
WWE_No_Mercy_es.wikipedia.org_mobile-web_all-agents,161585,803,563,244,-0.07814612555164405,0.3038605230386052
Liste_der_deutschen_Fußball-Nationaltorhüter_de.wikipedia.org_mobile-web_all-agents,159897,803,551,299,-0.4186042759193793,0.3723536737235367
雙葉中学校・高等学校_ja.wikipedia.org_desktop_all-agents,159444,803,557,652,-0.16901304868122044,0.8119551681195517
Sam_(série_télévisée)_fr.wikipedia.org_mobile-web_all-agents,159392,803,546,88,-inf,0.1095890410958904
Imprimante_fr.wikipedia.org_desktop_all-agents,159160,803,566,580,-0.369431092006411,0.7222914072229141
Украина_на_«Евровидении»_ru.wikipedia.org_mobile-web_all-agents,158765,803,568,252,-inf,0.3138231631382316
Fiji_en.wikipedia.org_all-access_spider,158755,803,539,680,-0.12642727159528816,0.8468244084682441
スマイル_聖夜の奇跡_ja.wikipedia.org_all-access_all-agents,157918,803,548,52,-2.4279749345509583,0.0647571606475716
アイガー_ja.wikipedia.org_desktop_all-agents,157770,803,568,559,-0.1860741757031843,0.6961394769613948
ドミトリ・メンデレーエフ_ja.wikipedia.org_desktop_all-agents,157574,803,539,44,-0.8354171125541134,0.0547945205479452
Prise_d'otage_du_Maersk_Alabama_fr.wikipedia.org_all-access_all-agents,157480,803,561,144,-0.31579883203872655,0.1793275217932752
Category:Pubic_hair_(female)_commons.wikimedia.org_mobile-web_all-agents,157112,803,558,801,-0.014027850728497606,0.9975093399750934
Michel_aus_Lönneberga_(Fernsehserie)_de.wikipedia.org_mobile-web_all-agents,156946,803,558,411,-0.25175133233839664,0.5118306351183064
ハリー・ポッターシリーズの魔法界の生物_ja.wikipedia.org_mobile-web_all-agents,156417,803,547,451,-0.11880344802443327,0.5616438356164384
Masturbation_commons.wikimedia.org_all-access_all-agents,155709,803,538,803,-0.00887994643089539,1.0
Levi’s_Stadium_de.wikipedia.org_mobile-web_all-agents,155556,803,557,131,-0.35808374635274354,0.16313823163138233
Robert_Vaughn_de.wikipedia.org_mobile-web_all-agents,155289,803,542,384,-0.6405072101392477,0.47820672478206727
John_Frusciante_de.wikipedia.org_desktop_all-agents,155169,803,552,787,-0.027842017300277206,0.9800747198007472
Category:Image_sources_commons.wikimedia.org_all-access_all-agents,154769,803,538,800,-0.07386453813074023,0.9962640099626401
Bethany_Hamilton_de.wikipedia.org_mobile-web_all-agents,154564,803,542,475,-0.4941747561824951,0.5915317559153176
Carl_Lewis_es.wikipedia.org_mobile-web_all-agents,153460,803,540,269,-0.07684862147673474,0.33499377334993774
Special:OAuth/authorize_www.mediawiki.org_desktop_all-agents,153450,803,567,800,-0.025407537925322965,0.9962640099626401
Mario_Gómez_fr.wikipedia.org_mobile-web_all-agents,153077,803,557,383,-0.3537960305336974,0.47696139476961397
Emmanuelle_Bercot_fr.wikipedia.org_mobile-web_all-agents,153068,803,563,375,-0.22699509835196857,0.4669987546699875
咖啡王子1號店_zh.wikipedia.org_desktop_all-agents,150925,803,561,531,-0.03025225586124619,0.6612702366127023
Нани_ru.wikipedia.org_desktop_all-agents,150571,803,567,511,-0.13240965347630448,0.6363636363636364
Jared_Kushner_de.wikipedia.org_mobile-web_all-agents,150215,803,550,253,-inf,0.3150684931506849
Extension:TimedMediaHandler/Client_download_www.mediawiki.org_all-access_all-agents,149386,803,570,305,-0.03314347832800629,0.37982565379825656
BUMP_OF_CHICKEN_ja.wikipedia.org_all-access_spider,149299,803,553,667,-inf,0.8306351183063512
Настасья_Аниславовна_Самбурская_ru.wikipedia.org_desktop_all-agents,148947,803,554,146,-inf,0.18181818181818182
Uwe_Böhnhardt_de.wikipedia.org_desktop_all-agents,148662,803,544,171,-0.6497009412568131,0.2129514321295143
恋_(星野源の曲)_ja.wikipedia.org_desktop_all-agents,148167,803,554,346,-inf,0.43088418430884184
NARUTO_-ナルト-_ja.wikipedia.org_all-access_spider,147599,803,568,725,-0.0874291149103225,0.9028642590286425
Category:Culture_commons.wikimedia.org_all-access_all-agents,147571,803,556,800,-0.043490152278121356,0.9962640099626401
陳以真_zh.wikipedia.org_all-access_all-agents,146967,803,561,395,-0.18762511259988174,0.4919053549190536
李礎熙_zh.wikipedia.org_all-access_all-agents,146577,803,558,323,-0.3662746503499605,0.40224159402241594
Ashton_Eaton_fr.wikipedia.org_all-access_all-agents,146255,803,551,92,-0.23525088838321148,0.11457036114570361
Preußische_Armee_de.wikipedia.org_desktop_all-agents,145665,803,543,744,-0.08627151962668174,0.9265255292652553
Facebook_ja.wikipedia.org_all-access_spider,145531,803,543,720,-0.08195333802526893,0.8966376089663761
來了！張寶利_zh.wikipedia.org_mobile-web_all-agents,145044,803,542,540,-0.0674262260723211,0.6724782067247821
Снайперская_винтовка_ru.wikipedia.org_desktop_all-agents,144675,803,538,573,-0.44388716624049374,0.7135740971357409
"Шевченко,_Валентина_Анатольевна_ru.wikipedia.org_mobile-web_all-agents",144581,803,533,307,-inf,0.3823163138231631
Lupita_Nyong’o_de.wikipedia.org_mobile-web_all-agents,144475,803,538,261,-0.15439166938538312,0.32503113325031135
岩櫃城_ja.wikipedia.org_desktop_all-agents,143193,803,565,267,-0.10898910542907864,0.33250311332503113
World_Professional_Darts_Championship_de.wikipedia.org_mobile-web_all-agents,142981,803,565,130,-inf,0.16189290161892902
神戸連続児童殺傷事件_ja.wikipedia.org_all-access_spider,142693,803,540,481,-0.27230916833904195,0.5990037359900373
陽だまりの彼女_ja.wikipedia.org_desktop_all-agents,142491,803,550,319,-0.0782887465479207,0.3972602739726027
陰陽師_zh.wikipedia.org_desktop_all-agents,142339,803,540,514,-0.03952173019895134,0.6400996264009963
吳沚默_zh.wikipedia.org_all-access_all-agents,141984,803,549,319,-0.09549270376808684,0.3972602739726027
Category:Sybian_commons.wikimedia.org_desktop_all-agents,141773,803,558,756,-0.01150455121013653,0.9414694894146949
Isabelle_Juppé_fr.wikipedia.org_mobile-web_all-agents,141513,803,551,181,-0.2862798379869117,0.22540473225404734
夏时制_zh.wikipedia.org_mobile-web_all-agents,141024,803,561,409,-0.052240802010733396,0.5093399750933998
Crossing_Lines_fr.wikipedia.org_mobile-web_all-agents,139236,803,565,465,-0.2083892642852591,0.5790784557907845
Category:Politics_commons.wikimedia.org_desktop_all-agents,139235,803,547,737,-0.10139543265720517,0.9178082191780822
The_Purge:_Anarchy_de.wikipedia.org_desktop_all-agents,138730,803,560,498,-0.05013121985783123,0.6201743462017435
Desmond_Doss_fr.wikipedia.org_desktop_all-agents,138708,803,563,371,-inf,0.46201743462017436
屯田_(札幌市北区)_ja.wikipedia.org_desktop_all-agents,137555,803,553,12,-inf,0.014943960149439602
Dimanche_des_Rameaux_fr.wikipedia.org_desktop_all-agents,136953,803,541,182,-0.05308316835776145,0.2266500622665006
蔡辰洋_zh.wikipedia.org_desktop_all-agents,136939,803,556,89,-1.5165811341072333,0.11083437110834371
"Демидова,_Алла_Сергеевна_ru.wikipedia.org_mobile-web_all-agents",136459,803,555,277,-0.3342540695721655,0.3449564134495641
File:Portal.svg_commons.wikimedia.org_desktop_all-agents,136441,803,550,751,-0.03725978037026306,0.9352428393524284
糸魚川市大規模火災_ja.wikipedia.org_desktop_all-agents,136388,803,542,255,-inf,0.3175591531755915
Triple_crimen_de_General_Rodríguez_es.wikipedia.org_all-access_all-agents,135870,803,551,78,-inf,0.09713574097135741
Gerwald_Claus-Brunner_de.wikipedia.org_mobile-web_all-agents,135683,803,549,60,-inf,0.074719800747198
"Georgiana_Cavendish,_Duchess_of_Devonshire_de.wikipedia.org_all-access_all-agents",134862,803,550,432,-0.1947788990330498,0.5379825653798257
Morgan_Sanson_fr.wikipedia.org_all-access_all-agents,133500,803,558,237,-0.3077402884429801,0.29514321295143214
國慶日_(中華民國)_zh.wikipedia.org_desktop_all-agents,133319,803,567,196,-0.08640425854741497,0.24408468244084683
Anexo:Fallecidos_en_enero_de_2016_es.wikipedia.org_desktop_all-agents,131926,803,553,392,-inf,0.48816936488169366
全國人大常委會解釋香港特別行政區基本法_zh.wikipedia.org_all-access_all-agents,130448,803,555,58,-0.144599282775111,0.0722291407222914
Thomas_Coville_fr.wikipedia.org_all-access_all-agents,130364,803,571,104,-0.18223079729674085,0.1295143212951432
"Ben-Hur_(film,_1959)_fr.wikipedia.org_mobile-web_all-agents",130284,803,569,313,-0.1509427575003405,0.38978829389788294
半澤直樹_zh.wikipedia.org_mobile-web_all-agents,129763,803,562,755,-0.026629656407763526,0.9402241594022416
Marouane_Fellaini_fr.wikipedia.org_mobile-web_all-agents,129447,803,564,321,-0.5052224075434738,0.39975093399750933
MAJORの登場人物_ja.wikipedia.org_all-access_spider,128968,803,543,631,-inf,0.7858032378580324
臺北城_zh.wikipedia.org_all-access_all-agents,128570,803,552,444,-0.2743809462938058,0.5529265255292652
篠原涼子_ja.wikipedia.org_all-access_spider,128141,803,558,492,-inf,0.6127023661270237
"Металлург_(хоккейный_клуб,_Магнитогорск)_ru.wikipedia.org_mobile-web_all-agents",128109,803,542,332,-0.16141985868626818,0.41344956413449563
Aprilscherz_de.wikipedia.org_mobile-web_all-agents,128085,803,562,62,-0.14162501206634173,0.07721046077210461
Equus_(obra)_es.wikipedia.org_all-access_all-agents,127846,803,562,166,-0.09056498754734166,0.20672478206724781
Especial:Lista_de_bloqueos_globales_es.wikipedia.org_desktop_all-agents,126849,803,559,165,-inf,0.2054794520547945
Adventskranz_de.wikipedia.org_mobile-web_all-agents,126452,803,562,127,-0.1548796890258586,0.1581569115815691
大相撲優勝力士一覧_ja.wikipedia.org_desktop_all-agents,125892,803,554,296,-0.13582061154702715,0.3686176836861768
Leïla_Slimani_fr.wikipedia.org_desktop_all-agents,125703,803,547,313,-inf,0.38978829389788294
ベイビーギャング_ja.wikipedia.org_desktop_all-agents,125499,803,545,154,-0.40828670831119857,0.1917808219178082
Myriam_Boyer_fr.wikipedia.org_mobile-web_all-agents,125199,803,547,219,-0.5853301243298983,0.2727272727272727
姜漢娜_zh.wikipedia.org_desktop_all-agents,124800,803,543,345,-0.13667129308863044,0.42963885429638854
Juan_Camus_es.wikipedia.org_mobile-web_all-agents,124103,803,549,103,-0.4660781805799775,0.12826899128268993
春一番_ja.wikipedia.org_desktop_all-agents,123870,803,554,147,-0.1300110005287308,0.18306351183063513
Projet_d'aéroport_du_Grand_Ouest_fr.wikipedia.org_desktop_all-agents,123792,803,535,317,-0.10897295071996255,0.39476961394769616
C_AllStar_zh.wikipedia.org_mobile-web_all-agents,123360,803,555,497,-0.17289964834175947,0.6189290161892902
BJ單身日記_(電影)_zh.wikipedia.org_all-access_all-agents,123304,803,553,316,-0.05948517218535623,0.39352428393524286
René_Théophile_Hyacinthe_Laënnec_de.wikipedia.org_desktop_all-agents,121989,803,555,7,-inf,0.008717310087173101
Русский_язык_ru.wikipedia.org_all-access_spider,121974,803,533,404,-0.22204487342575335,0.5031133250311333
14._Juli_de.wikipedia.org_desktop_all-agents,121402,803,563,57,-0.19798804631888864,0.07098381070983811
Markus_Majowski_de.wikipedia.org_desktop_all-agents,121019,803,535,82,-0.15857681302391852,0.10211706102117062
シドニージョウゴグモ_ja.wikipedia.org_all-access_all-agents,120539,803,563,29,-2.3354929047427158,0.0361145703611457
File:Yes_concert.jpg_commons.wikimedia.org_all-access_all-agents,120175,803,555,279,-0.10072491599372412,0.34744707347447074
Million_Dollar_Baby_fr.wikipedia.org_mobile-web_all-agents,120050,803,539,421,-0.28827131831824204,0.5242839352428393
File:Blowjob.jpg_commons.wikimedia.org_mobile-web_all-agents,119963,803,552,44,-inf,0.0547945205479452
Saison_2_de_Chicago_PD_fr.wikipedia.org_mobile-web_all-agents,119547,803,544,287,-0.07175467745306482,0.3574097135740971
瑪格·羅比_zh.wikipedia.org_mobile-web_all-agents,119510,803,554,214,-0.13417967361125546,0.26650062266500624
Single_Bells_de.wikipedia.org_all-access_all-agents,118320,803,537,114,-0.13950560238539975,0.14196762141967623
Vampire_Academy_(Film)_de.wikipedia.org_mobile-web_all-agents,118069,803,560,309,-0.15059654349663756,0.3848069738480697
ドイツ_ja.wikipedia.org_all-access_spider,118005,803,554,689,-0.07465490743024904,0.8580323785803238
Watergate_scandal_en.wikipedia.org_all-access_spider,117994,803,547,607,-0.09532276484073174,0.7559153175591532
Francisco_el_matemático_(serie_de_televisión_de_2017)_es.wikipedia.org_desktop_all-agents,117644,803,551,164,-inf,0.20423412204234123
"Караджич,_Радован_ru.wikipedia.org_desktop_all-agents",116648,803,554,128,-0.11192676494888236,0.15940224159402241
納粹大屠殺_zh.wikipedia.org_desktop_all-agents,114880,803,544,517,-0.06221318228970778,0.6438356164383562
Pen-Pineapple-Apple-Pen_zh.wikipedia.org_all-access_all-agents,114554,803,556,245,-inf,0.30510585305105853
グッドパートナー_無敵の弁護士_ja.wikipedia.org_desktop_all-agents,113989,803,553,201,-inf,0.2503113325031133
Белый_русский_ru.wikipedia.org_desktop_all-agents,113789,803,556,354,-0.521075448286181,0.44084682440846823
神廚_zh.wikipedia.org_all-access_all-agents,113671,803,563,281,-inf,0.34993773349937735
Фехтование_ru.wikipedia.org_mobile-web_all-agents,113425,803,548,351,-0.03486472553301325,0.43711083437110837
Légion_(Marvel_Comics)_fr.wikipedia.org_desktop_all-agents,113314,803,558,232,-0.14370317906861635,0.2889165628891656
"Нойштедтер,_Роман_Петрович_ru.wikipedia.org_mobile-web_all-agents",112186,803,554,144,-inf,0.1793275217932752
"Marco_Polo_(série_télévisée,_2014)_fr.wikipedia.org_mobile-web_all-agents",112078,803,537,414,-0.037781326374994983,0.5155666251556662
Boulevard_du_Palais_(série_télévisée)_fr.wikipedia.org_desktop_all-agents,111887,803,550,209,-0.16286296763668345,0.2602739726027397
Hervé_Renard_fr.wikipedia.org_desktop_all-agents,111359,803,549,249,-0.15772225684213023,0.31008717310087175
Cloverfield_fr.wikipedia.org_mobile-web_all-agents,111235,803,548,339,-0.18774454850085284,0.42216687422166876
陳子玄_zh.wikipedia.org_desktop_all-agents,109661,803,555,269,-0.5526497725862034,0.33499377334993774
原田知世_ja.wikipedia.org_all-access_spider,109626,803,551,251,-inf,0.3125778331257783
井伊直平_ja.wikipedia.org_desktop_all-agents,108775,803,538,182,-inf,0.2266500622665006
Homefront_(Film)_de.wikipedia.org_mobile-web_all-agents,108732,803,551,263,-0.2783512123678116,0.3275217932752179
金子恵美_(1978年生の政治家)_ja.wikipedia.org_all-access_spider,108527,803,550,72,-inf,0.0896637608966376
林幹雄_ja.wikipedia.org_desktop_all-agents,108035,803,559,163,-0.685791416895099,0.20298879202988793
Les_bronzés_font_du_ski_fr.wikipedia.org_desktop_all-agents,107732,803,561,346,-inf,0.43088418430884184
JYJ_ja.wikipedia.org_desktop_all-agents,107512,803,556,150,-0.37479044100023623,0.18679950186799502
ホンダ・CBX400F_ja.wikipedia.org_desktop_all-agents,106473,803,557,80,-0.21011083313029638,0.099626400996264
Der_Plan_(Film)_de.wikipedia.org_mobile-web_all-agents,106322,803,536,204,-0.21509078094189604,0.25404732254047324
Wimbledon_Championships_2016_de.wikipedia.org_desktop_all-agents,106191,803,552,90,-inf,0.11207970112079702
李相燁_zh.wikipedia.org_mobile-web_all-agents,104263,803,553,385,-0.08009831786917543,0.4794520547945205
齊秦_zh.wikipedia.org_mobile-web_all-agents,103990,803,556,295,-0.2329224801090412,0.36737235367372356
Lilli_Hollunder_de.wikipedia.org_mobile-web_all-agents,103756,803,555,124,-1.051530664105146,0.15442092154420922
陳明憲_zh.wikipedia.org_all-access_all-agents,103690,803,567,8,-inf,0.009962640099626401
平井堅_ja.wikipedia.org_all-access_spider,102959,803,532,232,-inf,0.2889165628891656
Олимпиада_ru.wikipedia.org_desktop_all-agents,102875,803,548,301,-0.0448441319601977,0.37484433374844334
MediaWiki/yue_www.mediawiki.org_all-access_all-agents,101868,803,555,110,-0.08159366859183124,0.136986301369863
張莊圓_zh.wikipedia.org_all-access_all-agents,101650,803,565,140,-0.39271157795562067,0.17434620174346202
Category:Bisexual_sex_commons.wikimedia.org_mobile-web_all-agents,100729,803,548,633,-0.014999652355364913,0.788293897882939
宝塚歌劇団_ja.wikipedia.org_all-access_spider,100351,803,552,563,-0.11041950578584252,0.701120797011208
Tatort:_Willkommen_in_Hamburg_de.wikipedia.org_desktop_all-agents,99814,803,545,139,-0.1357059202237365,0.17310087173100872
Ninja_Warrior_de.wikipedia.org_mobile-web_all-agents,99457,803,543,146,-0.7153318944806929,0.18181818181818182
五鼠闹东京_(电视剧)_zh.wikipedia.org_desktop_all-agents,98838,803,553,321,-0.044249433440710896,0.39975093399750933
Spécial:Mes_discussions_fr.wikipedia.org_all-access_spider,98387,803,546,162,-inf,0.20174346201743462
Chelsea_Manning_en.wikipedia.org_all-access_spider,97432,803,551,262,-0.15981501570836226,0.32627646326276466
El_pecado_de_Oyuki_(telenovela)_es.wikipedia.org_mobile-web_all-agents,97092,803,563,68,-inf,0.08468244084682441
神田沙也加_ja.wikipedia.org_all-access_spider,97010,803,552,229,-inf,0.2851805728518057
ICC_World_Twenty20_en.wikipedia.org_all-access_spider,96971,803,565,479,-0.13730450443049352,0.5965130759651308
File:Wiki-facial-simple.png_commons.wikimedia.org_all-access_all-agents,96441,803,545,54,-inf,0.06724782067247821
Humans_de.wikipedia.org_desktop_all-agents,96229,803,544,242,-inf,0.3013698630136986
Эдирне_ru.wikipedia.org_desktop_all-agents,95700,803,552,118,-0.3895778282865725,0.14694894146948942
Stone_et_Charden_fr.wikipedia.org_mobile-web_all-agents,95628,803,545,123,-1.0871910543105994,0.15317559153175592
День_железнодорожника_ru.wikipedia.org_mobile-web_all-agents,95506,803,540,76,-0.1800292112421618,0.09464508094645081
Pentagon_(男子組合)_zh.wikipedia.org_mobile-web_all-agents,95449,803,554,332,-inf,0.41344956413449563
洪詩涵_(藝人)_zh.wikipedia.org_mobile-web_all-agents,95316,803,553,296,-0.12313911864315583,0.3686176836861768
強姦_ja.wikipedia.org_all-access_spider,95245,803,553,123,-0.19873487445489516,0.15317559153175592
Y:_The_Last_Man_ru.wikipedia.org_desktop_all-agents,94887,803,549,106,-2.1800532044145835,0.1320049813200498
习姓_zh.wikipedia.org_desktop_all-agents,94659,803,542,16,-inf,0.019925280199252802
Ingress_(Spiel)_de.wikipedia.org_mobile-web_all-agents,94093,803,562,236,-0.058282643211963706,0.29389788293897884
MAX_(音楽グループ)_ja.wikipedia.org_all-access_spider,93979,803,549,132,-inf,0.1643835616438356
愛蜜莉·布朗_zh.wikipedia.org_mobile-web_all-agents,93942,803,535,304,-0.1914696067947381,0.37858032378580325
Jacques_Rivette_fr.wikipedia.org_desktop_all-agents,93843,803,553,92,-0.6715420864467159,0.11457036114570361
Olympische_Winterspiele_2022_de.wikipedia.org_mobile-web_all-agents,93518,803,548,189,-0.16186626901745155,0.23536737235367372
Приморско-Ахтарский_район_ru.wikipedia.org_all-access_all-agents,93087,803,561,2,-2.519173668567769,0.0024906600249066002
Ted_Bundy_en.wikipedia.org_all-access_spider,92833,803,550,393,-0.1343389255731664,0.48941469489414696
横浜DeNAベイスターズ_ja.wikipedia.org_all-access_spider,92501,803,557,425,-0.13884472850217783,0.5292652552926526
竜星涼_ja.wikipedia.org_all-access_spider,92199,803,570,235,-inf,0.29265255292652553
Manual:Errors_and_symptoms_www.mediawiki.org_desktop_all-agents,91055,803,541,486,-0.08231373346647276,0.6052303860523038
古力_zh.wikipedia.org_desktop_all-agents,90977,803,545,77,-0.1822712833525411,0.0958904109589041
Peter_Vaughan_de.wikipedia.org_desktop_all-agents,89978,803,565,36,-1.2816000253923394,0.0448318804483188
Manual:Combating_spam_www.mediawiki.org_all-access_all-agents,89968,803,565,77,-0.10780566583217195,0.0958904109589041
小林麻美_ja.wikipedia.org_all-access_spider,89799,803,553,50,-inf,0.062266500622665005
風中家族_zh.wikipedia.org_mobile-web_all-agents,89739,803,560,129,-1.6253590055982148,0.16064757160647572
Иман_(модель)_ru.wikipedia.org_mobile-web_all-agents,89555,803,533,128,-0.28238954311726694,0.15940224159402241
